"Address","MahMorajeh","Fasl","weight","NoeKhn","Takmil","TakmilDescA","TakmilDescB","TakmilDescC","Jaygozin","JaygozinDescA","JaygozinDescB","JaygozinDescC","BlkAbdJaygozin","RadifJaygozin","IsTel","FVam"
20607454813,"04",1,377.839643339714,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
20607454826,"04",1,377.839643339714,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
20607454823,"04",1,377.839643339714,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
20621462014,"04",1,394.713694803609,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
20621462017,"04",1,394.713694803609,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
20621462024,"04",1,394.713694803609,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20621462020,"04",1,394.713694803609,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
20621462029,"04",1,394.713694803609,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
20621462026,"04",1,394.713694803609,1,2,NA,7,"88",1,NA,NA,NA,"062162",28,1,1
20614459624,"04",1,639.230896027345,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
20614459623,"04",1,639.230896027345,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
20614459617,"04",1,639.230896027345,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
20614459629,"04",1,639.230896027345,1,2,NA,1,NA,1,NA,NA,NA,"000013",27,1,1
20614459626,"04",1,639.230896027345,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
20604453229,"03",1,431.463493477709,1,2,NA,1,NA,1,NA,NA,NA,"057614",25,NA,1
20604453214,"03",1,431.463493477709,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20604453217,"03",1,431.463493477709,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20604453220,"03",1,431.463493477709,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20604453219,"03",1,431.463493477709,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20604453226,"03",1,431.463493477709,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20614459223,"03",1,799.038620034181,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20614459214,"03",1,799.038620034181,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20614459224,"03",1,799.038620034181,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20614459213,"03",1,799.038620034181,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20625462814,"03",1,267.752885389132,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20625462815,"03",1,267.752885389132,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20625462826,"03",1,267.752885389132,1,2,NA,1,NA,1,NA,NA,NA,"000003",30,NA,1
20625462829,"03",1,267.752885389132,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20625462821,"03",1,267.752885389132,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20625462820,"03",1,267.752885389132,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20606454417,"03",1,346.461275543345,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20606454420,"03",1,346.461275543345,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20606454416,"03",1,346.461275543345,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20601451629,"02",1,362.291537423048,1,2,NA,1,NA,1,NA,NA,NA,"000040",28,NA,2
20601451624,"02",1,362.291537423048,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20601451626,"02",1,362.291537423048,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20601451620,"02",1,362.291537423048,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20608455615,"03",1,638.000564793171,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20608455629,"03",1,638.000564793171,1,2,NA,1,NA,1,NA,NA,NA,"000012",27,NA,2
20608455619,"03",1,638.000564793171,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20608455626,"03",1,638.000564793171,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20608455614,"03",1,638.000564793171,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20616460414,"03",1,240.283690034145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20616460422,"03",1,240.283690034145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20616460423,"03",1,240.283690034145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20616460429,"03",1,240.283690034145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20616460426,"03",1,240.283690034145,1,2,NA,1,NA,1,NA,NA,NA,"064099",28,NA,1
20616460415,"03",1,240.283690034145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20602452029,"03",1,410.766588049496,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20602452026,"03",1,410.766588049496,1,2,NA,1,NA,1,NA,NA,NA,"361155",27,NA,1
20602452014,"03",1,410.766588049496,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20611458013,"03",1,681.726536855708,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20611458029,"03",1,681.726536855708,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20611458014,"03",1,681.726536855708,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20611458026,"03",1,681.726536855708,1,2,NA,1,NA,1,NA,NA,NA,"000005",30,NA,2
20601451617,"02",1,362.291537423048,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20601451614,"02",1,362.291537423048,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20606454426,"03",1,346.461275543345,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20606454429,"03",1,346.461275543345,1,2,NA,1,NA,1,NA,NA,NA,"060777",28,NA,1
20606454419,"03",1,346.461275543345,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20612458826,"02",1,414.844257282758,1,2,NA,1,NA,1,NA,NA,NA,"000004",30,NA,2
20612458829,"02",1,414.844257282758,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20610456817,"03",1,327.760240783903,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20610456826,"03",1,327.760240783903,1,2,NA,1,NA,1,NA,NA,NA,"064554",27,NA,2
20610456823,"03",1,327.760240783903,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20610456814,"03",1,327.760240783903,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20610456819,"03",1,327.760240783903,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20610456829,"03",1,327.760240783903,1,2,NA,1,NA,1,NA,NA,NA,"064554",30,NA,2
20609456429,"02",1,414.802074497586,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20609456423,"02",1,414.802074497586,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20609456420,"02",1,414.802074497586,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20609456414,"02",1,414.802074497586,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20609456415,"02",1,414.802074497586,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20624462415,"02",1,293.967142885262,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20624462417,"02",1,293.967142885262,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20624462422,"02",1,293.967142885262,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20624462429,"02",1,293.967142885262,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20624462426,"02",1,293.967142885262,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20624462423,"02",1,293.967142885262,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20603452820,"02",1,527.456670437359,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20603452816,"02",1,527.456670437359,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20603452826,"02",1,527.456670437359,1,2,NA,1,NA,1,NA,NA,NA,"055577",27,NA,2
20603452824,"02",1,527.456670437359,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20603452829,"02",1,527.456670437359,1,2,NA,1,NA,1,NA,NA,NA,"055577",25,NA,2
20603452815,"02",1,527.456670437359,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20605454019,"02",1,308.403029366235,1,2,NA,1,NA,1,NA,NA,NA,"000011",21,NA,2
20605454016,"02",1,308.403029366235,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20605454020,"02",1,308.403029366235,1,2,NA,1,NA,1,NA,NA,NA,"000011",24,NA,2
20627463617,"02",1,356.194562640364,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20627463614,"02",1,356.194562640364,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20627463623,"02",1,356.194562640364,1,2,NA,1,NA,1,NA,NA,NA,"054991",24,NA,2
20627463626,"02",1,356.194562640364,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20627463629,"02",1,356.194562640364,1,2,NA,1,NA,1,NA,NA,NA,"054991",25,NA,2
20627463620,"02",1,356.194562640364,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20617461614,"03",1,394.713694803609,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20617461623,"03",1,394.713694803609,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20617461618,"03",1,394.713694803609,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20617461629,"03",1,394.713694803609,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20617461620,"03",1,394.713694803609,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20617461626,"03",1,394.713694803609,1,2,NA,7,"88",1,NA,NA,NA,"066585",27,NA,1
20605454017,"02",1,308.403029366235,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20605454026,"02",1,308.403029366235,1,2,NA,1,NA,1,NA,NA,NA,"000012",28,NA,2
20605454029,"02",1,308.403029366235,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20611457624,"02",1,454.484357903805,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20611457629,"02",1,454.484357903805,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20611457623,"02",1,454.484357903805,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20611457626,"02",1,454.484357903805,1,2,NA,1,NA,1,NA,NA,NA,"000004",25,NA,2
20611457613,"02",1,454.484357903805,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20611457614,"02",1,454.484357903805,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20612458823,"02",1,414.844257282758,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20612458815,"02",1,414.844257282758,1,2,NA,1,NA,1,NA,NA,NA,"000002",16,NA,2
20612458820,"02",1,414.844257282758,1,2,NA,1,NA,1,NA,NA,NA,"000003",22,NA,2
20612458817,"02",1,414.844257282758,1,2,NA,1,NA,1,NA,NA,NA,"000002",18,NA,2
20615460020,"02",1,343.371777110864,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20615460017,"02",1,343.371777110864,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20615460029,"02",1,343.371777110864,1,2,NA,1,NA,1,NA,NA,NA,"057143",25,NA,2
20615460022,"02",1,343.371777110864,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20615460016,"02",1,343.371777110864,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20615460026,"02",1,343.371777110864,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20620461217,"02",1,201.323200951974,1,2,NA,1,NA,1,NA,NA,NA,"065289",13,NA,2
20620461226,"02",1,201.323200951974,1,2,NA,1,NA,1,NA,NA,NA,"065289",27,NA,2
20620461229,"02",1,201.323200951974,1,2,NA,1,NA,1,NA,NA,NA,"065289",25,NA,2
20620461223,"02",1,201.323200951974,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20620461214,"02",1,201.323200951974,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20620461220,"02",1,201.323200951974,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20607455226,"02",1,314.866369449761,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20607455229,"02",1,314.866369449761,1,2,NA,2,NA,1,NA,NA,NA,"061206",25,NA,2
20607455221,"02",1,314.866369449761,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20607455215,"02",1,314.866369449761,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20607455216,"02",1,314.866369449761,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20607455222,"02",1,314.866369449761,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20612458426,"04",1,497.813108739309,1,2,NA,1,NA,1,NA,NA,NA,"065458",25,NA,2
20612458429,"04",1,497.813108739309,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20612458417,"04",1,497.813108739309,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20612458419,"04",1,497.813108739309,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20612458424,"04",1,497.813108739309,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20619460816,"04",1,285.231791122628,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20619460826,"04",1,285.231791122628,1,2,NA,1,NA,1,NA,NA,NA,"063696",25,NA,1
20619460829,"04",1,285.231791122628,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20619460818,"04",1,285.231791122628,1,2,NA,1,NA,1,NA,NA,NA,"055435",15,NA,1
20619460820,"04",1,285.231791122628,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20619460822,"04",1,285.231791122628,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20627463218,"04",1,534.291843960547,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20627463214,"04",1,534.291843960547,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20627463220,"04",1,534.291843960547,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20627463219,"04",1,534.291843960547,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20608456020,"04",1,531.667137327642,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20608456019,"04",1,531.667137327642,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20608456015,"04",1,531.667137327642,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20608456014,"04",1,531.667137327642,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
20608456026,"04",1,531.667137327642,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20608456029,"04",1,531.667137327642,1,2,NA,1,NA,1,NA,NA,NA,"000024",25,NA,1
20610457214,"04",1,327.760240783903,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20610457229,"04",1,327.760240783903,1,2,NA,1,NA,1,NA,NA,NA,"064393",28,NA,1
20610457223,"04",1,327.760240783903,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20610457220,"04",1,327.760240783903,1,2,NA,1,NA,1,NA,NA,NA,"064393",24,NA,1
20610457217,"04",1,327.760240783903,1,2,NA,1,NA,1,NA,NA,NA,"064393",13,NA,1
20610457226,"04",1,327.760240783903,1,2,NA,1,NA,1,NA,NA,NA,"064393",30,NA,1
20603452414,"04",1,632.94800452483,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20603452415,"04",1,632.94800452483,1,2,NA,1,NA,1,NA,NA,NA,"000001",16,NA,1
20603452429,"04",1,632.94800452483,1,2,NA,1,NA,1,NA,NA,NA,"000002",27,NA,2
20603452423,"04",1,632.94800452483,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20603452422,"04",1,632.94800452483,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20709468529,"02",1,571.000358967745,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
20709468526,"02",1,571.000358967745,1,2,NA,6,NA,1,NA,NA,NA,"000020",28,2,2
20709468520,"02",1,571.000358967745,1,2,NA,2,NA,1,NA,NA,NA,"000018",22,2,1
20727476113,"02",1,271.079549264207,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20713471320,"02",1,561.68194682253,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
20705465723,"02",1,641.234605822562,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20705465726,"02",1,641.234605822562,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20705465729,"02",1,641.234605822562,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20711470114,"02",1,580.55627944855,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20711470116,"02",1,580.55627944855,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20711470120,"02",1,580.55627944855,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20711470123,"02",1,580.55627944855,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20711470126,"02",1,580.55627944855,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20711470129,"02",1,580.55627944855,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20715472515,"02",1,455.010383930251,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20715472517,"02",1,455.010383930251,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20724474914,"02",1,429.553196158984,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20724474917,"02",1,429.553196158984,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20724474920,"02",1,429.553196158984,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20727476119,"02",1,271.079549264207,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
20727476120,"02",1,271.079549264207,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
