"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08"
100011030,"01",NA,"0028800000","0003000000",NA,NA,NA
100011048,"01",NA,NA,NA,"0005000000",NA,NA
100011050,"01",NA,"0015240000",NA,NA,NA,NA
100011033,"01",NA,"0007800000",NA,NA,NA,NA
100011035,"01",NA,NA,NA,"0003550000",NA,NA
100011017,"01","0061350000",NA,NA,NA,NA,NA
100011019,"01",NA,NA,NA,NA,NA,"0024000000"
100011020,"01","0030190000","0009600000",NA,NA,NA,NA
100061092,"01","0031100000",NA,NA,NA,NA,NA
100061092,"03",NA,NA,NA,"0001850000",NA,NA
100061093,"01",NA,NA,NA,NA,NA,"0009000000"
100021061,"01","0025700000",NA,NA,NA,NA,NA
100021062,"01","0019500000","0008400000",NA,NA,NA,NA
100021063,"01",NA,"0004800000",NA,NA,NA,NA
100061095,"01","0015100000",NA,NA,NA,NA,NA
100011021,"01",NA,NA,"0003540000",NA,NA,NA
100011022,"01",NA,NA,NA,"0002400000",NA,NA
100011040,"01",NA,"0005520000",NA,NA,NA,NA
100011039,"01",NA,NA,NA,"0002800000",NA,NA
100011025,"01","0024550000",NA,NA,NA,NA,NA
100011026,"03",NA,NA,"0001440000",NA,NA,NA
100011041,"01","0029350000",NA,NA,NA,NA,NA
100011041,"02","0032950000",NA,NA,NA,NA,NA
100011045,"01",NA,"0007800000",NA,NA,NA,NA
100011004,"01","0040150000",NA,NA,NA,NA,NA
100091109,"01","0047700000",NA,NA,NA,NA,NA
100091107,"01","0030350000",NA,NA,NA,NA,NA
100011005,"01","0060000000",NA,NA,NA,NA,NA
100011005,"02","0026550000","0014000000",NA,NA,NA,NA
100011009,"01",NA,NA,NA,NA,NA,"0001500000"
100011011,"01",NA,"0036600000","0012000000",NA,NA,NA
100011015,"01",NA,"0010200000",NA,NA,NA,NA
100011014,"01","0057550000",NA,"0006840000",NA,NA,NA
100011028,"01",NA,"0031200000",NA,NA,NA,NA
100011001,"01","0031200000",NA,NA,NA,NA,NA
100051077,"01",NA,"0007200000",NA,NA,NA,NA
