"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08"
100011012,"02",NA,NA,NA,NA,NA,"0030000000"
100011024,"01","0025140000",NA,NA,NA,NA,NA
100041047,"01","0013520000",NA,NA,NA,NA,NA
100061065,"01",NA,NA,NA,"0001350000",NA,NA
100011001,"01",NA,NA,"0009600000",NA,NA,NA
100011020,"01","0022549400",NA,NA,NA,NA,NA
100011020,"02","0017381600",NA,NA,NA,NA,NA
100041049,"01",NA,"0007500000",NA,NA,NA,NA
100041050,"01",NA,"0025000000",NA,NA,NA,NA
100061062,"01",NA,NA,NA,"0001720000",NA,NA
100011031,"01",NA,NA,NA,NA,"0010000000",NA
100011042,"01","0013000000",NA,NA,NA,NA,NA
100011003,"01","0014800000",NA,"0006000000",NA,NA,NA
100011016,"02",NA,NA,NA,NA,"0000650000",NA
100011017,"01","0019260000",NA,NA,NA,NA,NA
100011018,"01",NA,NA,NA,NA,NA,"0000400000"
100011019,"01","0032900000",NA,NA,NA,NA,NA
100011019,"02","0023300000",NA,NA,NA,NA,NA
100011032,"01","0017000000",NA,NA,NA,NA,NA
100061061,"01",NA,NA,NA,"0000960000",NA,"0001000000"
100061058,"01","0016980000",NA,NA,NA,NA,NA
100011037,"01",NA,NA,NA,NA,NA,"0003000000"
100011023,"01","0028495596",NA,NA,NA,NA,NA
100011023,"02","0033966000",NA,NA,NA,NA,NA
100061074,"01",NA,NA,NA,NA,NA,"0006000000"
100011008,"01",NA,NA,NA,NA,NA,"0019000000"
100011008,"02",NA,NA,NA,NA,NA,"0019000000"
100011008,"03",NA,NA,NA,NA,NA,"0019000000"
100011006,"01",NA,"0004800000",NA,NA,NA,NA
100011010,"01","0028500000",NA,NA,NA,NA,NA
100011028,"01",NA,NA,NA,NA,"0000950000",NA
100011041,"01",NA,"0001550000",NA,NA,NA,"0000200000"
100011027,"01","0013500000",NA,NA,NA,NA,NA
100011029,"01",NA,NA,NA,"0002450000",NA,NA
100011030,"01","0014580000",NA,NA,NA,NA,NA
100011045,"01",NA,NA,NA,NA,NA,"0004200000"
100011026,"01",NA,"0004440000",NA,NA,NA,NA
100041046,"02","0023700000",NA,NA,NA,NA,NA
100011007,"01","0014500000","0013000000",NA,NA,NA,NA
100041051,"01",NA,"0004200000",NA,NA,NA,NA
100011040,"01",NA,"0004000000",NA,NA,NA,"0004200000"
100011039,"01",NA,NA,NA,"0001600000",NA,NA
100061066,"01",NA,"0004350000",NA,NA,NA,NA
100061067,"01","0009900000","0001200000",NA,NA,NA,"0007200000"
100041055,"01",NA,NA,NA,"0001960000",NA,NA
100011025,"01",NA,NA,NA,NA,NA,"0001000000"
100011043,"01","0013440000",NA,NA,NA,NA,NA
100011015,"01","0031700000",NA,NA,NA,NA,NA
100011044,"01",NA,"0006000000",NA,NA,NA,NA
100012033,"01",NA,NA,NA,NA,NA,"0010000000"
100012016,"01","0014900000",NA,NA,NA,NA,NA
100012018,"01","0023800000",NA,NA,NA,NA,NA
100012018,"02","0023800000",NA,NA,NA,NA,NA
100012020,"01",NA,"0025000000",NA,NA,NA,NA
100042050,"01",NA,NA,NA,NA,NA,"0001800000"
100012002,"01","0014900000","0017400000",NA,NA,NA,NA
100012004,"01",NA,"0007000000",NA,NA,NA,"0004000000"
100012017,"01","0015980000","0006960000",NA,NA,NA,NA
100012039,"01",NA,"0010000000",NA,NA,NA,NA
100042048,"01","0012000000","0008000000",NA,NA,NA,NA
100042049,"01","0015020000","0004200000",NA,NA,NA,NA
100062061,"01",NA,"0016200000",NA,NA,NA,NA
100062064,"01","0018000000","0008500000",NA,NA,NA,NA
100012032,"01",NA,"0004000000",NA,NA,NA,NA
100062062,"01",NA,"0014400000",NA,NA,NA,NA
100012019,"01",NA,"0007500000","0004500000",NA,NA,"0001000000"
100012007,"01","0032230000",NA,NA,NA,NA,NA
100012008,"01",NA,"0027000000",NA,NA,NA,NA
100062059,"01","0015060000",NA,NA,NA,NA,NA
100012021,"01",NA,"0006720000",NA,NA,NA,"0003600000"
100012025,"01",NA,"0004920000",NA,NA,NA,NA
100012023,"01","0017500000",NA,NA,NA,NA,"0002000000"
100062056,"01","0005640000",NA,NA,NA,"0000550000",NA
100092080,"01","0010200000",NA,NA,NA,NA,NA
100062074,"01",NA,"0002700000",NA,"0004000000",NA,"0002000000"
100012043,"01",NA,NA,NA,NA,NA,"0003000000"
100012009,"01",NA,"0021000000",NA,NA,NA,NA
100052054,"01","0021140000",NA,NA,NA,NA,NA
100052055,"01",NA,NA,NA,"0002850000",NA,"0000800000"
100012036,"01",NA,"0006960000",NA,NA,NA,NA
100062069,"01",NA,"0033982500",NA,NA,NA,NA
100012028,"01","0016620000",NA,NA,NA,NA,NA
100052051,"04",NA,NA,NA,"0001200000",NA,NA
100062057,"01",NA,"0002500000",NA,NA,NA,NA
100012011,"01",NA,NA,NA,"0000480000",NA,NA
100012013,"01",NA,NA,NA,"0010800000",NA,NA
100012014,"01",NA,"0012000000",NA,NA,NA,NA
100012027,"01","0011000000",NA,NA,NA,NA,NA
100062058,"01","0012000000",NA,NA,NA,NA,NA
100062060,"01",NA,"0005000000",NA,NA,NA,NA
100073071,"01","0017000000",NA,NA,NA,NA,"0000650000"
100073073,"01",NA,NA,NA,"0001250000",NA,"0000350000"
100073072,"06",NA,NA,NA,"0000700000",NA,NA
100063059,"01","0012500000",NA,NA,NA,NA,"0002500000"
100013032,"01",NA,NA,NA,"0001920000",NA,"0000900000"
100013012,"01",NA,NA,NA,NA,NA,"0005400000"
100013012,"02",NA,NA,NA,NA,NA,"0006100000"
100023044,"01",NA,NA,NA,"0000950000",NA,"0000200000"
100063058,"01",NA,NA,NA,"0004550000",NA,"0004200000"
100073074,"01",NA,NA,NA,"0005700000",NA,NA
100063065,"01",NA,"0006500000",NA,NA,NA,NA
100063064,"01","0016000000",NA,NA,NA,NA,NA
100063063,"01","0017650000","0006600000",NA,NA,NA,NA
100063062,"01","0017750000",NA,NA,NA,NA,NA
100013010,"01","0018350000",NA,NA,NA,NA,NA
100013009,"01",NA,NA,NA,NA,NA,"0018000000"
100013009,"02",NA,NA,NA,NA,NA,"0017400000"
100013009,"03",NA,NA,NA,NA,NA,"0015000000"
100013028,"01",NA,NA,NA,NA,NA,"0004500000"
100013018,"01",NA,"0014400000",NA,NA,NA,"0003000000"
100013020,"01","0026200000","0009000000",NA,NA,NA,NA
100013016,"01","0014800000",NA,NA,NA,NA,NA
100013017,"01","0028800000",NA,NA,NA,NA,NA
100013017,"02","0024000000",NA,NA,NA,NA,NA
100013019,"01",NA,NA,NA,NA,NA,"0004200000"
100013022,"01",NA,NA,NA,NA,NA,"0007000000"
100013027,"01",NA,"0013000000",NA,NA,NA,NA
100063067,"02",NA,NA,NA,NA,"0000650000",NA
100093076,"01",NA,NA,NA,"0001250000",NA,"0000350000"
100013014,"01",NA,NA,NA,NA,NA,"0014000000"
100013014,"02",NA,NA,NA,NA,NA,"0014000000"
100013001,"01",NA,NA,NA,NA,"0000450000","0005500000"
100013002,"01","0013000000",NA,NA,NA,NA,NA
100013008,"01",NA,"0004000000",NA,NA,NA,"0002000000"
100013013,"01",NA,NA,NA,"0021300000",NA,NA
100063066,"01",NA,NA,NA,NA,NA,"0003000000"
100063068,"01",NA,"0012000000",NA,NA,NA,NA
100063069,"01",NA,NA,"0011400000",NA,NA,NA
100093079,"01",NA,"0002000000",NA,NA,NA,NA
100093080,"01","0014870000",NA,NA,NA,NA,NA
100014026,"01",NA,"0002500000",NA,NA,NA,NA
100074075,"01",NA,NA,NA,NA,NA,"0002000000"
100054055,"01",NA,NA,NA,NA,NA,"0005400000"
100054055,"02",NA,NA,NA,NA,NA,"0005400000"
100054055,"03",NA,NA,NA,NA,NA,"0005400000"
100054055,"04",NA,NA,NA,NA,NA,"0005400000"
100054054,"01",NA,NA,NA,"0004200000",NA,NA
100054054,"03",NA,NA,NA,"0002800000",NA,NA
100064067,"01",NA,"0013500000",NA,NA,NA,"0001000000"
100014006,"01","0016740000","0006000000",NA,NA,NA,NA
100014039,"01","0025500000",NA,NA,NA,NA,NA
