"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10"
20010394208,"01",1,1,"50",1,2,1,1,1
20010394208,"02",2,2,"45",2,NA,NA,5,1
20010394208,"03",3,2,"26",1,2,1,5,1
20010394208,"04",3,1,"25",1,2,6,1,4
20010394208,"05",3,1,"14",1,1,2,4,4
20010394208,"06",3,2,"08",1,1,1,NA,NA
20004387813,"01",1,1,"55",2,NA,NA,1,1
20004387813,"02",2,2,"52",2,NA,NA,5,1
20003386610,"01",1,1,"80",2,NA,NA,1,1
20003386610,"02",2,2,"74",2,NA,NA,5,1
20003386613,"01",1,2,"81",2,NA,NA,3,2
20003386620,"01",1,1,"52",1,2,1,1,1
20003386620,"02",2,2,"46",1,2,1,5,1
20004387809,"01",1,1,"47",1,2,1,1,1
20004387809,"02",2,2,"39",1,2,1,5,1
20004387809,"03",3,1,"18",1,1,2,4,4
20004387809,"04",3,2,"14",1,1,2,4,4
20004387809,"05",3,1,"07",1,1,1,NA,NA
20004387817,"01",1,1,"36",1,2,4,1,1
20004387817,"02",2,2,"35",1,2,4,5,1
20004387817,"03",3,2,"09",1,1,1,NA,NA
20004387817,"04",3,1,"09",1,1,1,NA,NA
20004387820,"01",1,1,"38",1,2,4,2,3
20004387820,"02",6,2,"74",2,NA,NA,3,2
20004387811,"01",1,1,"57",1,2,1,1,1
20004387811,"02",2,2,"52",1,2,1,5,1
20011395420,"01",1,1,"41",1,2,2,1,1
20011395420,"02",2,2,"42",1,2,1,5,1
20011395420,"03",3,1,"11",1,1,1,4,4
20001385412,"01",1,1,"39",1,2,1,1,1
20001385412,"02",2,2,"33",1,2,2,5,1
20001385412,"03",3,1,"12",1,1,1,4,4
20001385412,"04",3,1,"04",NA,NA,NA,NA,NA
20001385423,"01",1,1,"61",1,2,1,1,1
20001385423,"02",2,2,"52",1,2,1,5,1
20001385420,"01",1,2,"78",2,NA,NA,3,2
20011395407,"01",1,1,"45",1,2,2,1,1
20011395407,"02",2,2,"29",1,2,1,5,1
20011395407,"03",3,1,"09",1,1,1,NA,NA
20011395407,"04",3,2,"03",NA,NA,NA,NA,NA
20004387823,"01",1,1,"59",2,NA,NA,1,1
20004387823,"02",2,2,"55",2,NA,NA,5,1
20012396607,"01",1,2,"75",2,NA,NA,3,2
20010394223,"01",1,1,"40",1,2,1,1,1
20010394223,"02",2,2,"31",1,2,1,5,1
20010394223,"03",3,2,"11",1,1,1,4,4
20010394223,"04",3,2,"07",1,1,1,NA,NA
20010394223,"05",3,2,"03",NA,NA,NA,NA,NA
20010394220,"01",1,1,"77",1,2,2,2,1
20010394220,"02",2,2,"52",1,2,1,5,1
20012396620,"01",1,1,"62",1,2,1,1,1
20012396620,"02",2,2,"56",2,NA,NA,5,1
20012396620,"03",5,1,"10",1,1,1,4,4
20012396609,"01",1,1,"80",2,NA,NA,1,1
20012396609,"02",2,2,"70",2,NA,NA,5,1
20013397807,"01",1,2,"92",2,NA,NA,3,2
20006390211,"01",1,2,"72",2,NA,NA,3,2
20006390211,"02",3,2,"34",2,NA,NA,3,4
20006390209,"01",1,1,"47",1,2,1,1,1
20006390209,"02",2,2,"29",1,2,2,5,1
20006390209,"03",3,2,"11",1,1,1,4,4
20006390209,"04",3,1,"07",1,1,1,NA,NA
20006390209,"05",3,1,"00",NA,NA,NA,NA,NA
20007392620,"01",1,1,"30",1,2,1,1,1
20007392620,"02",2,2,"21",1,2,2,5,1
20007392616,"01",1,1,"40",1,2,1,1,1
20007392616,"02",2,2,"40",1,2,1,5,1
20007392616,"03",3,2,"12",1,1,1,4,4
20011395423,"01",1,1,"40",1,2,1,1,1
20011395423,"02",2,2,"33",1,2,4,5,1
20011395423,"03",3,1,"06",1,1,1,NA,NA
20011395423,"04",3,2,"02",NA,NA,NA,NA,NA
20011395416,"01",1,1,"86",2,NA,NA,3,1
20011395416,"02",2,2,"76",2,NA,NA,5,1
20011395415,"01",1,1,"31",1,2,1,1,1
20011395415,"02",2,2,"22",1,2,2,5,1
20011395415,"03",3,2,"03",NA,NA,NA,NA,NA
20011395411,"01",1,2,"66",2,NA,NA,5,2
20011395411,"02",3,1,"27",1,2,6,1,4
20005389011,"01",1,1,"70",2,NA,NA,3,1
20005389011,"02",2,2,"64",2,NA,NA,5,1
20005389018,"01",1,1,"66",1,2,1,1,1
20005389018,"02",2,2,"63",2,NA,NA,5,1
20005389018,"03",3,2,"32",1,2,1,5,4
20005389020,"01",1,2,"78",2,NA,NA,3,2
20005389023,"01",1,1,"98",2,NA,NA,3,2
20007392611,"01",1,1,"47",1,2,1,1,1
20007392611,"02",2,2,"43",1,2,1,5,1
20007392611,"03",3,1,"13",1,1,1,4,4
20007392615,"01",1,2,"63",2,NA,NA,3,2
20007392615,"02",3,2,"30",1,2,4,1,4
20007392615,"03",3,1,"28",1,2,7,1,4
20013397808,"01",1,1,"39",1,2,1,1,1
20013397808,"02",2,2,"30",1,2,2,5,1
20013397808,"03",3,2,"12",1,1,1,4,4
