"Address","MahMorajeh","Fasl","weight","NoeKhn","Takmil","TakmilDescA","TakmilDescB","TakmilDescC","Jaygozin","JaygozinDescA","JaygozinDescB","JaygozinDescC","BlkAbdJaygozin","RadifJaygozin"
11502184711,"10",3,1043.05141446087,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11502184708,"10",3,1043.05141446087,1,2,NA,1,NA,1,NA,NA,NA,"000002","09"
11502184714,"10",3,1043.05141446087,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11508191323,"10",3,352.104358019502,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11508191311,"10",3,352.104358019502,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11508191308,"10",3,352.104358019502,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11508191314,"10",3,352.104358019502,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11508191317,"10",3,352.104358019502,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11503187514,"10",3,1241.38439295654,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11503187517,"10",3,1241.38439295654,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11503186020,"10",3,1489.66127154785,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11503186018,"10",3,1489.66127154785,1,2,NA,2,NA,1,NA,NA,NA,"000002","17"
11503186008,"10",3,1489.66127154785,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11503186013,"10",3,1489.66127154785,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11503186011,"10",3,1489.66127154785,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11604197214,"08",3,156.513622219381,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11604197223,"08",3,156.513622219381,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11607199617,"08",3,234.220619667879,1,2,NA,1,NA,1,NA,NA,NA,"000007","18"
11607199620,"08",3,234.220619667879,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11607199608,"08",3,234.220619667879,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11607199611,"08",3,234.220619667879,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11607199614,"08",3,234.220619667879,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603196017,"08",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603196008,"08",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603196020,"08",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11608200023,"09",3,131.497100635135,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11608200017,"09",3,131.497100635135,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11608200010,"09",3,131.497100635135,1,2,NA,3,NA,1,NA,NA,NA,"000013","08"
11608200020,"09",3,131.497100635135,1,2,NA,2,NA,1,NA,NA,NA,"000018","21"
11608200011,"09",3,131.497100635135,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11608200014,"09",3,131.497100635135,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11606198408,"08",3,170.482961907449,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11606198417,"08",3,170.482961907449,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11606198423,"08",3,170.482961907449,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11610200820,"08",3,137.233489833574,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11610200811,"08",3,137.233489833574,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11610200808,"08",3,137.233489833574,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11610200823,"08",3,137.233489833574,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11610200817,"08",3,137.233489833574,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11604197220,"08",3,156.513622219381,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601192308,"08",3,438.966446107498,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601192311,"08",3,438.966446107498,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601192314,"08",3,438.966446107498,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601192317,"08",3,438.966446107498,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601192320,"08",3,438.966446107498,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601192323,"08",3,438.966446107498,1,2,NA,3,NA,1,NA,NA,NA,"000007","24"
11601192708,"09",3,438.966446107498,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601192713,"09",3,438.966446107498,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601192711,"09",3,438.966446107498,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11604197208,"08",3,156.513622219381,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11604197211,"08",3,156.513622219381,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11604197217,"08",3,156.513622219381,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601193511,"08",3,438.966446107498,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601193514,"08",3,438.966446107498,1,2,NA,1,NA,1,NA,NA,NA,"000005","15"
11601193517,"08",3,438.966446107498,1,2,NA,1,NA,1,NA,NA,NA,"000005","16"
11601193523,"08",3,438.966446107498,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11606198817,"09",3,170.482961907449,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11606198811,"09",3,170.482961907449,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11606198808,"09",3,170.482961907449,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11606198814,"09",3,170.482961907449,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11605197616,"09",3,142.899188704145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601192717,"09",3,438.966446107498,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601192720,"09",3,438.966446107498,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601192723,"09",3,438.966446107498,1,2,NA,3,NA,1,NA,NA,NA,"000014","24"
11606198823,"09",3,170.482961907449,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11606198820,"09",3,170.482961907449,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11605197614,"09",3,142.899188704145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11605197611,"09",3,142.899188704145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11605197623,"09",3,142.899188704145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11605197620,"09",3,142.899188704145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601194010,"09",3,438.966446107498,1,2,NA,1,NA,1,NA,NA,NA,"000004","12"
11601194008,"09",3,438.966446107498,1,2,NA,1,NA,1,NA,NA,NA,"000004","07"
11601194014,"09",3,438.966446107498,1,2,NA,1,NA,1,NA,NA,NA,"000004","15"
11603196411,"09",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603196414,"09",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603196423,"09",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603196420,"09",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603196408,"09",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603196014,"08",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603196023,"08",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603196011,"08",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603196417,"09",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601193520,"08",3,438.966446107498,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601193508,"08",3,438.966446107498,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601194020,"09",3,438.966446107498,1,2,NA,1,NA,1,NA,NA,NA,"000005","21"
11601194017,"09",3,438.966446107498,1,2,NA,1,NA,1,NA,NA,NA,"000004","16"
11601194023,"09",3,438.966446107498,1,2,NA,1,NA,1,NA,NA,NA,"000005","24"
11602195217,"09",3,146.68570302557,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11602194823,"08",3,176.022843630684,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11602195211,"09",3,146.68570302557,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11602194817,"08",3,176.022843630684,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11602194814,"08",3,176.022843630684,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11602194808,"08",3,176.022843630684,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11602194820,"08",3,176.022843630684,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11606198420,"08",3,170.482961907449,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11606198410,"08",3,170.482961907449,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11606198414,"08",3,170.482961907449,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11602195214,"09",3,146.68570302557,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11602195208,"09",3,146.68570302557,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11602195220,"09",3,146.68570302557,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11602195223,"09",3,146.68570302557,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11605197609,"09",3,142.899188704145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601194418,"10",3,658.449669161246,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601194414,"10",3,658.449669161246,1,2,NA,1,NA,1,NA,NA,NA,"000005","13"
11601193108,"10",3,526.759735328997,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601193111,"10",3,526.759735328997,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601193120,"10",3,526.759735328997,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601193117,"10",3,526.759735328997,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601193123,"10",3,526.759735328997,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603195611,"10",3,190.302170852647,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11605198017,"10",3,142.899188704145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11605198020,"10",3,142.899188704145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11605198023,"10",3,142.899188704145,1,2,NA,2,NA,1,NA,NA,NA,"000007","19"
11605198013,"10",3,142.899188704145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11608200423,"10",3,131.497100635135,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11608200408,"10",3,131.497100635135,1,2,NA,1,NA,1,NA,NA,NA,"000116","07"
11608200420,"10",3,131.497100635135,1,2,NA,2,NA,1,NA,NA,NA,"000138","21"
11604196808,"10",3,156.513622219381,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11604196820,"10",3,156.513622219381,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603195608,"10",3,190.302170852647,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11608200417,"10",3,131.497100635135,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11605198008,"10",3,142.899188704145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11607199211,"10",3,234.220619667879,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11607199217,"10",3,234.220619667879,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11607199214,"10",3,234.220619667879,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601194411,"10",3,658.449669161246,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11608200414,"10",3,131.497100635135,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603195617,"10",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11608200411,"10",3,131.497100635135,1,2,NA,1,NA,1,NA,NA,NA,"000116","09"
11605198011,"10",3,142.899188704145,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603195623,"10",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11607199223,"10",3,234.220619667879,1,2,NA,1,NA,1,NA,NA,NA,"000008","22"
11603195620,"10",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603195614,"10",3,190.302170852647,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11604196811,"10",3,156.513622219381,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11604196816,"10",3,156.513622219381,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11607199208,"10",3,234.220619667879,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11604196814,"10",3,156.513622219381,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11604196823,"10",3,156.513622219381,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11601194420,"10",3,658.449669161246,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701201020,"08",3,302.406360735153,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11704207011,"08",3,102.10326436424,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702204617,"08",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701201010,"08",3,302.406360735153,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702203408,"08",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702204620,"08",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701202214,"08",3,302.406360735153,1,2,NA,2,NA,1,NA,NA,NA,"000002","15"
11701202211,"08",3,302.406360735153,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11708209423,"08",3,116.222770172164,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11706208211,"08",3,101.155007065443,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11706208220,"08",3,101.155007065443,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11706208223,"08",3,101.155007065443,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701202208,"08",3,302.406360735153,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702203417,"08",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11708209417,"08",3,116.222770172164,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11706208217,"08",3,101.155007065443,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701201014,"08",3,302.406360735153,1,2,NA,2,NA,1,NA,NA,NA,"000038","15"
11708209823,"08",3,116.222770172164,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11708209817,"09",3,116.222770172164,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11708209820,"09",3,116.222770172164,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11706208614,"09",3,101.155007065443,1,2,NA,2,NA,1,NA,NA,NA,"000002","16"
11703205020,"09",3,255.425317825523,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702203820,"09",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702203811,"09",3,201.073649949441,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11706208617,"09",3,101.155007065443,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703205808,"08",3,255.425317825523,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702203823,"09",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702203817,"09",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11705207423,"09",3,115.356180966086,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703205008,"09",3,255.425317825523,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11705207414,"09",3,115.356180966086,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11706208611,"09",3,101.155007065443,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703205823,"08",3,255.425317825523,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11706208607,"09",3,101.155007065443,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703205814,"08",3,255.425317825523,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703206217,"09",3,255.425317825523,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703205420,"10",3,255.425317825523,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702204208,"10",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701201811,"10",3,302.406360735153,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702204214,"10",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703206611,"10",3,255.425317825523,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703205408,"10",3,255.425317825523,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703206620,"10",3,255.425317825523,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702204220,"10",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703206617,"10",3,255.425317825523,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703206614,"10",3,255.425317825523,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703205414,"10",3,255.425317825523,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701201817,"10",3,302.406360735153,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701203020,"10",3,302.406360735153,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701201814,"10",3,302.406360735153,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701203011,"10",3,302.406360735153,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701203017,"10",3,302.406360735153,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701201823,"10",3,302.406360735153,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701201808,"10",3,302.406360735153,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11707209023,"10",3,102.720312175898,1,2,NA,1,NA,1,NA,NA,NA,"000006","22"
11705207817,"10",3,115.356180966086,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703206623,"10",3,255.425317825523,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11707209011,"10",3,102.720312175898,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703206223,"09",3,255.425317825523,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703206220,"09",3,255.425317825523,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11705207814,"10",3,115.356180966086,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11705207417,"09",3,115.356180966086,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11705207808,"10",3,115.356180966086,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702203423,"08",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702203414,"08",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702203420,"08",3,201.073649949441,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702204608,"08",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702203411,"08",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11708209420,"08",3,116.222770172164,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11704207014,"08",3,102.10326436424,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701202220,"08",3,302.406360735153,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11704207023,"08",3,102.10326436424,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702204623,"08",3,201.073649949441,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11702204614,"08",3,201.073649949441,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11704207020,"08",3,102.10326436424,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11708209409,"08",3,116.222770172164,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701202223,"08",3,302.406360735153,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701201008,"08",3,302.406360735153,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701202217,"08",3,302.406360735153,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
