"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10"
20001010820,"01",1,1,"75",2,NA,NA,6,1
20001010820,"02",2,2,"70",2,NA,NA,5,1
20004014715,"01",1,1,"42",1,2,21,1,1
20004014715,"02",2,2,"34",1,2,11,5,1
20004014715,"03",3,2,"14",1,1,21,4,4
20001010825,"01",1,1,"39",1,2,21,1,1
20001010825,"02",2,2,"33",1,2,21,5,1
20001010825,"03",3,2,"16",1,1,31,4,4
20001010825,"04",3,2,"11",1,1,11,4,4
20001010813,"01",1,1,"44",1,2,11,3,1
20001010813,"02",2,2,"42",1,2,11,5,1
20001010813,"03",3,2,"17",1,2,11,5,1
20001010813,"04",3,2,"16",1,2,11,5,4
20010019923,"01",1,1,"42",1,2,11,1,1
20010019925,"01",1,2,"67",2,NA,NA,3,2
20010019925,"02",3,2,"35",1,2,11,5,4
20004014716,"01",1,1,"42",1,2,11,1,1
20004014716,"02",2,2,"42",1,2,11,5,1
20004014716,"03",3,2,"16",1,1,31,4,4
20007018723,"01",1,1,"77",1,2,71,3,1
20007018723,"02",2,2,"65",2,NA,NA,5,1
20007018723,"03",3,2,"39",1,2,21,5,4
20007018723,"04",3,1,"33",1,2,41,1,4
20007018723,"05",3,1,"28",1,2,21,1,4
20004013413,"01",1,1,"77",2,NA,NA,1,1
20004013413,"02",2,2,"61",2,NA,NA,1,1
20013023318,"01",1,1,"35",1,2,21,1,1
20013023318,"02",2,2,"27",1,2,21,5,1
20013023318,"03",3,2,"08",1,1,11,NA,NA
20013023318,"04",3,1,"03",NA,NA,NA,NA,NA
20013023329,"01",1,1,"28",1,2,21,1,1
20013023329,"02",2,2,"21",1,2,21,5,1
20013023329,"03",3,2,"03",NA,NA,NA,NA,NA
20013023329,"04",3,1,"01",NA,NA,NA,NA,NA
20013023313,"01",1,2,"72",2,NA,NA,6,2
20013023325,"01",1,2,"80",2,NA,NA,6,2
20013023323,"01",1,1,"66",2,NA,NA,1,1
20013023323,"02",2,2,"53",2,NA,NA,5,1
20013023323,"03",3,1,"22",1,1,52,4,4
20013023323,"04",3,2,"20",1,1,52,4,4
20002012229,"01",1,1,"43",1,2,41,1,1
20002012229,"02",2,2,"40",1,2,11,5,1
20002012229,"03",3,1,"13",1,1,21,4,4
20002012229,"04",3,1,"07",1,1,11,NA,NA
20002012229,"05",3,2,"05",NA,NA,NA,NA,NA
20007017413,"01",1,1,"35",1,2,11,1,1
20007017413,"02",2,2,"35",1,2,11,5,1
20007017413,"03",3,1,"11",1,1,11,4,4
20007017413,"04",3,1,"02",NA,NA,NA,NA,NA
20007017416,"01",1,1,"33",1,2,21,1,1
20007017416,"02",2,2,"26",1,2,21,5,1
20007017416,"03",3,1,"06",1,1,11,NA,NA
20002012220,"01",1,1,"69",1,2,11,3,1
20002012220,"02",2,2,"53",2,NA,NA,5,1
20001011025,"01",1,1,"43",1,2,11,3,1
20001011025,"02",2,2,"40",2,NA,NA,5,1
20001011025,"03",3,2,"15",1,2,11,5,1
20001011025,"04",3,1,"09",1,1,11,NA,NA
20001011020,"01",1,1,"53",1,2,71,1,1
20001011020,"02",2,2,"51",2,NA,NA,5,1
20007018725,"01",1,1,"56",1,2,11,6,1
20007018725,"02",2,2,"59",2,NA,NA,5,1
20007018725,"03",3,2,"23",1,2,41,5,1
20007018716,"01",1,1,"54",1,2,71,1,1
20007018716,"02",2,2,"60",2,NA,NA,5,1
20007018716,"03",3,1,"36",1,2,21,6,4
20007018716,"04",3,1,"24",1,2,11,1,4
20007018716,"05",3,2,"29",1,2,41,5,1
20007018720,"01",1,1,"28",1,2,21,1,4
20007018720,"02",7,1,"25",1,2,21,1,4
20007018713,"01",1,1,"28",1,2,41,1,1
20007018713,"02",2,2,"26",1,2,41,5,1
20007018713,"03",3,1,"04",NA,NA,NA,NA,NA
20011021220,"01",1,1,"35",1,2,11,1,1
20011021220,"02",2,2,"31",1,2,11,5,1
20011021220,"03",3,1,"12",1,1,11,4,4
20011021220,"04",3,2,"09",1,1,11,NA,NA
20007017425,"01",1,1,"53",1,1,11,1,1
20007017425,"02",2,2,"48",2,NA,NA,5,1
20002012219,"01",1,1,"64",1,2,11,1,1
20002012219,"02",2,2,"54",2,NA,NA,5,1
20002012219,"03",3,1,"23",2,NA,NA,6,4
20002012219,"04",3,1,"32",2,NA,NA,6,4
20002012219,"05",3,1,"18",1,2,21,1,4
20002012225,"01",1,2,"76",2,NA,NA,3,2
20002012213,"01",1,1,"57",1,2,11,1,1
20002012213,"02",2,2,"56",2,NA,NA,5,1
20002012213,"03",3,1,"23",1,1,52,4,4
20002012213,"04",3,2,"18",1,2,41,5,1
20007017420,"01",1,1,"78",2,NA,NA,6,1
20007017420,"02",2,2,"75",2,NA,NA,5,1
20007017420,"03",2,2,"51",2,NA,NA,5,1
20007017429,"01",1,1,"78",1,2,71,1,1
20007017429,"02",2,2,"70",2,NA,NA,5,1
20007017429,"03",3,2,"43",2,NA,NA,5,2
20007017429,"04",3,2,"28",1,2,11,5,4
20007017429,"05",5,2,"11",1,1,11,4,4
20007017423,"01",1,1,"49",1,2,11,1,1
20007017423,"02",2,2,"49",2,NA,NA,5,1
20007017423,"03",3,1,"21",1,2,41,1,1
20007017423,"04",4,2,"15",1,2,21,5,1
20001011016,"01",1,1,"36",1,2,11,1,1
20001011016,"02",2,2,"33",1,2,11,5,1
20001011016,"03",3,1,"13",1,1,21,4,4
20001011016,"04",3,1,"04",NA,NA,NA,NA,NA
20012022116,"01",1,2,"47",1,2,71,1,3
20012022122,"01",1,2,"76",2,NA,NA,6,1
20012022125,"01",1,1,"49",1,2,11,1,1
20011021220,"05",3,1,"02",NA,NA,NA,NA,NA
20011021229,"01",1,1,"62",2,NA,NA,1,1
20011021229,"02",2,2,"59",2,NA,NA,5,1
20006016213,"01",1,1,"43",1,2,21,1,1
20006016213,"02",2,2,"34",2,NA,NA,5,1
20006016213,"03",3,1,"14",1,1,21,4,4
20006016213,"04",3,1,"11",1,1,11,4,4
20006016213,"05",3,1,"04",NA,NA,NA,NA,NA
20006016229,"01",1,1,"43",1,2,11,1,1
20006016229,"02",2,2,"29",1,2,21,5,1
20006016229,"03",3,1,"09",1,1,11,NA,NA
20006016229,"04",3,1,"07",1,1,11,NA,NA
20006016229,"05",3,2,"04",NA,NA,NA,NA,NA
20006016220,"01",1,1,"31",1,2,21,1,1
20006016220,"02",2,2,"25",1,2,41,5,1
20006016220,"03",3,1,"03",NA,NA,NA,NA,NA
20006016217,"01",1,1,"44",2,NA,NA,1,1
20006016217,"02",2,2,"44",1,2,11,5,1
20006016221,"01",1,1,"26",1,2,21,1,1
20006016221,"02",2,2,"26",1,2,21,5,1
20006016221,"03",3,1,"03",NA,NA,NA,NA,NA
20004013423,"01",1,2,"64",2,NA,NA,3,2
20004013420,"01",1,1,"35",1,2,41,1,1
20004013420,"02",2,2,"25",1,2,41,1,1
20004013420,"03",3,2,"05",NA,NA,NA,NA,NA
20004013420,"04",3,1,"04",NA,NA,NA,NA,NA
20001010816,"01",1,1,"53",2,NA,NA,1,1
20001010816,"02",2,2,"49",2,NA,NA,5,1
20006016225,"01",1,1,"34",1,2,11,1,1
20006016225,"02",2,2,"25",1,2,41,5,1
20006016225,"03",3,1,"03",NA,NA,NA,NA,NA
20009019523,"01",1,1,"38",1,2,11,1,1
20009019523,"02",2,2,"41",1,2,11,5,1
20009019523,"03",3,1,"12",1,1,11,4,4
20009019523,"04",3,2,"10",1,1,11,4,4
20004014323,"01",1,2,"48",1,2,71,3,2
20004014323,"02",3,1,"25",1,2,52,1,4
20009019520,"01",1,1,"32",1,2,21,1,1
20009019520,"02",2,2,"29",1,2,21,5,1
20009019520,"03",3,1,"05",NA,NA,NA,NA,NA
20013024125,"01",1,1,"53",2,NA,NA,1,1
20013024125,"02",2,2,"48",2,NA,NA,5,1
20013024125,"03",3,2,"17",1,1,31,4,1
20013024113,"01",1,1,"67",2,NA,NA,1,1
20013024113,"02",2,2,"61",2,NA,NA,5,1
20013024129,"01",1,1,"34",1,2,41,1,1
20013024129,"02",2,2,"29",1,2,21,1,1
20013024129,"03",3,1,"04",NA,NA,NA,NA,NA
20012022125,"02",2,2,"47",1,2,71,5,1
20012022129,"01",1,1,"46",2,NA,NA,1,1
20012022129,"02",2,2,"46",2,NA,NA,5,1
20012022120,"01",1,2,"66",2,NA,NA,3,2
20004013425,"01",1,1,"69",2,NA,NA,1,1
20004013425,"02",2,2,"57",2,NA,NA,5,1
20004013425,"03",3,2,"31",1,2,41,5,4
20004013425,"04",3,1,"27",1,2,21,2,4
20004013425,"05",3,1,"22",1,2,21,2,4
20001011820,"01",1,1,"29",1,2,31,1,1
20001011820,"02",2,2,"31",1,2,31,5,1
20001011820,"03",3,1,"11",1,1,11,4,4
20001011820,"04",3,1,"02",NA,NA,NA,NA,NA
20001011815,"01",1,1,"48",1,2,11,1,1
20001011815,"02",2,2,"42",1,2,11,5,1
20001011815,"03",3,1,"18",1,1,31,4,4
20001011815,"04",3,2,"07",1,1,11,NA,NA
20001011813,"01",1,1,"58",1,2,11,3,1
20001011813,"02",2,2,"52",1,2,11,5,1
20004013417,"01",1,2,"64",2,NA,NA,3,2
20001010529,"01",1,1,"78",2,NA,NA,3,1
20001010529,"02",2,2,"65",2,NA,NA,5,1
20001010525,"01",1,1,"69",1,2,11,1,1
20001010525,"02",2,2,"66",2,NA,NA,5,1
20001010523,"01",1,1,"42",1,2,21,1,1
20001010523,"02",2,2,"41",1,2,21,5,1
20001010523,"03",3,2,"19",1,1,41,4,4
20001010523,"04",3,1,"10",1,1,11,4,4
20001010523,"05",3,2,"09",1,1,11,NA,NA
20001010520,"01",1,1,"55",1,2,11,1,1
20001010520,"02",2,2,"50",2,NA,NA,5,1
20001010520,"03",3,1,"26",1,2,11,2,4
20001010520,"04",3,1,"17",1,1,41,4,4
20001010516,"01",1,1,"61",2,NA,NA,1,1
20001010516,"02",2,2,"55",2,NA,NA,1,1
20001010516,"03",3,2,"31",1,2,11,5,2
20001010513,"01",1,1,"46",1,2,11,1,1
20001010513,"02",2,2,"47",1,2,11,5,1
20001010513,"03",3,1,"12",1,1,11,4,4
20004013429,"01",1,1,"83",2,NA,NA,1,1
20004013429,"02",2,2,"80",2,NA,NA,5,1
