"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10"
20930226016,"03",3,1,"25",1,2,"234",1,1
20914219016,"01",1,1,"40",1,1,"344",1,1
20914219016,"02",2,2,"32",1,2,"234",5,1
20914219016,"03",3,2,"15",1,1,"341",4,4
20914219016,"04",3,2,"10",1,1,"103",4,4
20914219013,"01",1,2,"55",2,NA,NA,3,2
20914219013,"02",3,2,"32",1,2,"102",5,4
20914219013,"03",3,2,"23",1,2,"107",5,4
20929225605,"01",1,1,"31",1,2,"106",1,1
20929225605,"02",2,2,"24",1,2,"106",5,1
20929225605,"03",3,2,"05",NA,NA,NA,NA,NA
20929225605,"04",3,2,"01",NA,NA,NA,NA,NA
20929225601,"01",1,1,"79",2,NA,NA,1,1
20929225601,"02",2,2,"79",2,NA,NA,5,1
20929225601,"03",3,2,"38",1,2,"510",1,4
20929225616,"01",1,1,"54",2,NA,NA,1,1
20929225616,"02",2,2,"51",2,NA,NA,1,1
20929225616,"03",3,1,"23",1,2,"106",1,1
20922223812,"01",1,1,"43",1,2,"105",1,1
20922223812,"02",2,2,"38",1,2,"105",1,1
20922223812,"03",3,2,"18",1,2,"105",1,4
20922223812,"04",3,2,"13",1,2,"105",5,4
20922223812,"05",3,2,"10",1,1,"104",4,4
20922223812,"06",3,1,"03",NA,NA,NA,NA,NA
20922223812,"07",3,1,"01",NA,NA,NA,NA,NA
20922223808,"01",1,2,"35",2,NA,NA,1,4
20922223808,"02",7,2,"33",1,2,"105",1,4
20922223808,"03",7,2,"32",1,2,"346",1,1
20930226013,"01",1,2,"60",2,NA,NA,1,2
20930226013,"02",3,1,"31",1,2,"234",1,1
20930226013,"03",3,2,"27",1,2,"107",5,1
20930226013,"04",3,2,"23",1,2,"104",5,4
20930226013,"05",3,1,"21",1,2,"104",1,4
20930226013,"06",3,2,"18",1,2,"234",5,4
20922223805,"01",1,2,"52",2,NA,NA,1,1
20922223805,"02",3,2,"32",1,2,"105",1,4
20922223805,"03",3,1,"22",1,2,"105",1,1
20914219008,"01",1,1,"70",2,NA,NA,6,2
20914219008,"02",3,1,"18",1,2,"106",1,1
20919223005,"01",1,1,"46",1,2,"364",1,1
20919223005,"02",2,2,"30",1,2,"346",5,1
20919223005,"03",3,2,"08",1,1,"102",NA,NA
20919223005,"04",3,1,"05",NA,NA,NA,NA,NA
20923224605,"01",1,1,"24",1,2,"346",1,1
20935228016,"03",5,2,"06",2,NA,NA,NA,NA
20935228016,"04",3,2,"24",1,2,"102",5,4
20935228013,"01",1,1,"37",1,2,"234",1,1
20935228013,"02",2,2,"37",1,2,"107",5,1
20915219405,"01",1,2,"60",2,NA,NA,3,2
20915219405,"02",3,2,"15",1,1,"233",4,4
20915219413,"01",1,1,"51",1,2,"101",1,1
20915219413,"02",2,2,"52",2,NA,NA,1,1
20915219413,"03",3,1,"15",1,1,"233",4,4
20915219408,"01",1,1,"32",1,2,"354",1,1
20915219408,"02",2,2,"27",1,2,"234",5,1
20915219408,"03",3,2,"05",NA,NA,NA,NA,NA
20915219408,"04",3,2,"00",NA,NA,NA,NA,NA
20915219412,"01",1,1,"90",2,NA,NA,3,1
20915219412,"02",2,2,"84",2,NA,NA,5,1
20913218501,"01",1,1,"36",1,2,"354",1,1
20913218501,"02",2,2,"32",1,2,"346",5,1
20913218501,"03",3,1,"10",1,1,"104",4,4
20906216908,"01",1,1,"36",1,2,"234",1,1
20906216908,"02",2,2,"26",1,2,"346",5,1
20906216908,"03",3,1,"05",NA,NA,NA,NA,NA
20906216908,"04",3,1,"01",NA,NA,NA,NA,NA
20906216908,"05",3,1,"00",NA,NA,NA,NA,NA
20916220605,"01",1,1,"52",2,NA,NA,1,1
20916220605,"02",2,2,"51",2,NA,NA,1,1
20916220605,"03",3,1,"25",1,2,"514",2,4
20916220605,"04",3,1,"18",1,1,"344",4,4
20916220605,"05",3,2,"12",1,1,"232",4,4
20917221401,"01",1,1,"47",1,2,"901",1,1
20917221401,"02",2,2,"48",1,2,"901",5,1
20917221401,"03",3,1,"09",1,1,"103",NA,NA
20917221401,"04",3,2,"24",1,2,"346",5,3
20917221416,"01",1,1,"57",1,2,"106",1,1
20917221416,"02",2,2,"53",2,NA,NA,5,1
20917221416,"03",3,1,"26",1,1,"341",1,4
20917221413,"01",1,1,"36",1,2,"106",1,1
20917221413,"02",2,2,"36",2,NA,NA,5,1
20917221413,"03",3,1,"14",1,1,"233",1,4
20917221413,"04",3,2,"10",1,1,"104",4,4
20917221412,"01",1,2,"35",1,2,"106",3,1
20917221412,"02",3,2,"11",1,1,"105",4,4
20917221412,"03",3,1,"09",1,1,"103",NA,NA
20917221408,"01",1,1,"77",2,NA,NA,1,3
20917221408,"02",3,2,"07",1,1,"101",NA,NA
20917221408,"03",3,2,"03",NA,NA,NA,NA,NA
20917221405,"01",1,1,"43",1,2,"106",1,1
20917221405,"02",2,2,"40",2,NA,NA,5,1
20917221405,"03",3,1,"20",1,1,"521",1,4
20917221405,"04",3,1,"15",1,1,"341",4,4
20916220601,"01",1,1,"42",1,2,"106",1,1
20916220601,"02",2,2,"34",1,2,"522",5,1
20916220601,"03",3,2,"11",1,1,"105",4,4
20916220601,"04",3,2,"06",2,NA,NA,NA,NA
20916220601,"05",3,1,"00",NA,NA,NA,NA,NA
20906216916,"01",1,1,"39",1,2,"106",1,1
20906216916,"02",2,2,"33",1,2,"106",5,1
20906216916,"03",3,2,"13",1,2,"106",5,4
20906216916,"04",3,2,"10",1,1,"104",4,4
20906216916,"05",3,1,"05",NA,NA,NA,NA,NA
20906216916,"06",3,2,"00",NA,NA,NA,NA,NA
20904215713,"01",1,1,"53",1,2,"106",1,1
20904215713,"02",2,2,"50",1,2,"106",5,1
20904215713,"03",3,2,"25",1,2,"234",5,4
20904215713,"04",3,1,"23",1,2,"106",1,4
20904215713,"05",3,2,"19",1,2,"234",5,4
20904215713,"06",3,1,"08",1,1,"102",NA,NA
20906216905,"01",1,1,"35",1,2,"234",1,1
20906216905,"02",2,2,"29",1,2,"346",5,1
20906216905,"03",3,1,"11",1,1,"105",4,4
