"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10","DYCOL11","DYCOL12","DYCOL13","DYCOL14","DYCOL15","DYCOL16","DYCOL17","DYCOL18","DYCOL19","DYCOL20","DYCOL21","DYCOL22","DYCOL23","DYCOL24","DYCOL25","DYCOL26","DYCOL27","DYCOL28","DYCOL29","DYCOL30","DYCOL31","DYCOL32","DYCOL33","DYCOL34","DYCOL35","DYCOL36"
"005113116",6,"02","060",3,"02",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"03","08"
"005023038",1,"02","090",3,"01",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,"03","08"
"005013004",1,"03","100",3,"06",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"03","08"
"005013002",1,"03","110",3,"06",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,"03","08"
"005103101",1,"01","050",3,"02",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"03","08"
"005023024",1,"02","060",3,"01",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005043065",1,"05","100",3,"01",NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,"03","08"
"005043061",1,"03","100",3,"02",NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,1,1,NA,NA,"03","08"
"005073079",1,"03","070",3,"01",NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005113115",1,"03","140",3,"01",NA,NA,NA,1,1,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,1,1,NA,1,1,1,1,1,NA,NA,"03","08"
"005013010",1,"03","070",3,"02",NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,"03","08"
"005113114",1,"03","120",3,"03",1,NA,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,1,NA,1,1,1,NA,NA,"03","08"
"005023025",1,"02","084",3,"01",NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,"03","08"
"005023022",4,"02","050",3,"02",NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,"03","08"
"005013009",1,"02","030",3,"02",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,"03","08"
"005013013",1,"02","060",2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,"03","08"
"005043062",1,"02","055",3,"01",1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,"03","08"
"005043064",1,"06","120",3,"01",NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,"03","08"
"005073080",1,"02","030",3,"02",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,"03","08"
"005103104",1,"03","140",3,"02",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,"03","08"
"005093094",1,"02","030",3,"06",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,"03","08"
"005103103",1,"02","050",3,"06",NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005103105",1,"03","050",3,"02",NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005023042",1,"03","060",3,"01",NA,NA,1,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,"03","08"
"005013012",1,"02","060",3,"02",NA,NA,NA,1,1,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,"03","08"
"005023029",6,"03","115",3,"01",NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005023044",1,"02","050",3,"02",NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,"03","08"
"005033055",1,"03","099",3,"01",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,"03","08"
"005023027",1,"02","108",3,"01",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"03","08"
"005023030",1,"03","150",3,"01",1,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005073081",1,"06","120",3,"01",NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,"03","10"
"005073082",1,"03","060",3,"02",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,"03","10"
"005073084",1,"04","100",3,"01",1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,"03","10"
"005033054",1,"02","100",3,"02",NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005093092",1,"03","070",3,"06",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,"03","08"
"005093093",1,"02","070",3,"06",NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,"03","08"
"005093091",1,"03","080",3,"06",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,"03","08"
"005073083",1,"02","045",3,"02",NA,1,NA,NA,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,"03","10"
"005043059",1,"05","100",3,"01",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,1,1,1,NA,NA,"03","08"
"005073085",1,"02","050",3,"02",NA,1,NA,NA,1,NA,1,1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,"03","10"
"005043060",1,"03","100",3,"01",NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,1,NA,NA,"03","08"
"005043058",1,"05","120",3,"01",NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,1,1,NA,1,NA,1,1,1,NA,NA,"03","08"
"005054067",1,"02","040",3,"01",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,"03","08"
"005054066",1,"02","050",3,"02",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,"03","08"
"005054069",1,"03","055",3,"02",NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005054068",1,"03","060",3,"02",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,"03","08"
"005054070",1,"02","037",3,"01",NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,"03","08"
"005024033",1,"02","068",3,"02",1,NA,1,1,1,NA,1,1,NA,1,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005114114",1,"02","080",3,"02",1,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005054075",1,"04","200",3,"02",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005054074",1,"03","110",3,"01",NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005054071",1,"02","060",3,"02",NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"03","08"
"005024036",6,"02","050",3,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"03","08"
"005024040",6,"01","050",3,"06",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"03","08"
"005054073",1,"02","070",3,"02",NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005024039",1,"04","100",3,"01",NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,"03","09"
"005024038",1,"02","040",3,"02",NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005024021",1,"04","090",3,"01",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,"03","09"
"005024023",1,"03","070",3,"01",NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,"03","08"
"005024037",1,"04","143",3,"01",NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005024025",1,"04","150",3,"01",NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,"03","09"
"005054072",1,"03","160",3,"02",NA,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005094098",1,"03","095",3,"01",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,"03","09"
"005094099",1,"02","050",3,"02",NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005094100",1,"02","050",3,"02",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005084090",1,"01","030",3,"01",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"03","08"
"005084084",1,"04","055",3,"02",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005034050",1,"03","080",3,"01",1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,1,1,1,NA,NA,"03","08"
"005034054",1,"03","120",3,"01",NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005034049",1,"03","090",3,"01",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005044063",1,"05","100",3,"01",NA,NA,1,NA,NA,NA,1,1,NA,1,NA,1,1,1,NA,1,1,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,"03","08"
"005044064",1,"04","100",3,"01",NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,"03","08"
"005014013",1,"03","100",3,"02",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005014012",1,"03","050",3,"02",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005014011",1,"03","070",3,"02",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005034046",1,"03","090",3,"01",NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,"03","08"
"005104104",1,"03","100",3,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005074080",1,"06","170",3,"01",1,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,"03","08"
"005094096",6,"01","040",3,"01",NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,"03","08"
"005074078",6,"02","040",3,"02",NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,"03","08"
"005034055",1,"03","120",3,"02",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005104102",1,"03","060",3,"01",NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005114115",1,"03","070",3,"01",NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,"03","08"
"005084085",1,"02","075",3,"02",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005084083",1,"04","140",3,"01",NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,NA,1,1,1,NA,NA,"03","08"
"005024034",1,"03","080",3,"01",NA,NA,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,"03","08"
"005034052",1,"03","150",3,"01",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005024035",1,"05","150",3,"01",NA,NA,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005104105",1,"03","150",1,NA,1,1,NA,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,1,1,NA,1,NA,1,1,1,NA,NA,"03","08"
"005034051",1,"03","100",3,"01",NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005034053",1,"04","150",3,"01",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005074079",1,"03","050",3,"06",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,"03","08"
"005034047",1,"04","080",3,"01",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005034048",1,"03","077",3,"02",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,"03","08"
"005024022",1,"03","100",3,"01",NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,"03","08"
"005024024",1,"03","070",3,"06",NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,"03","08"
"005024031",1,"02","050",3,"06",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,"03","08"
"005024032",1,"03","080",3,"02",NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"03","08"
"005114111",1,"03","100",3,"02",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,"03","08"
"005104103",1,"03","060",3,"01",NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,"03","08"
"005114113",1,"03","070",3,"01",NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,"03","09"
"005114112",1,"03","070",3,"02",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,"03","09"
