"ADDRESS","DYCOL01","DYCOL02","DYCOL03"
100013023,111112,1,"0000065000"
100013007,111211,3,"0000435000"
100053065,111211,5,"0001200000"
100013019,111124,1,"0000015000"
100013019,111143,1,"0000005000"
100013019,111145,1,"0000005000"
100013018,111124,1,"0000015000"
100063072,111211,5,"0000240000"
100064080,111113,1,"0000046000"
100064080,111115,1,"0000027000"
100064080,111133,1,"0000005000"
100014024,111111,1,"0000074000"
100014024,111125,1,"0000025000"
100014024,111133,1,"0000015000"
100014024,111211,3,"0000513000"
100014005,111123,1,"0000013000"
100014005,111133,1,"0000005000"
100014019,111112,1,"0000034000"
100014019,111118,1,"0000025000"
100014019,111121,1,"0000022000"
100014019,111126,1,"0000006000"
100014016,111115,1,"0000150000"
100014016,111122,1,"0000020000"
100014016,111124,1,"0000036000"
100014016,111211,1,"0000418000"
100014016,112014,1,"0000200000"
100014017,111124,1,"0000012000"
100014034,111123,1,"0000009500"
100094095,111115,1,"0000085000"
100094095,111133,1,"0000020000"
100014046,111211,3,"0000240000"
100014001,111117,1,"0000060000"
100014001,111119,1,"0000045000"
100014001,111124,1,"0000035000"
100014001,111125,1,"0000009000"
100014002,111115,1,"0000020000"
100014002,111123,1,"0000018000"
100014002,111124,1,"0000022000"
100014002,111126,1,"0000010000"
100014002,111134,1,"0000012000"
100014018,111122,1,"0000020000"
100014018,111124,1,"0000014000"
100014050,111112,1,"0000040000"
100094091,111211,3,"0000150000"
100014007,111122,1,"0000030000"
100014022,111111,1,"0000084000"
100014022,111112,1,"0000075000"
100014022,111125,1,"0000023000"
100014022,111133,1,"0000020000"
100014022,111211,3,"0000494000"
100014021,111112,1,"0000083000"
100014021,111117,1,"0000076000"
100014021,111122,1,"0000050000"
100014021,111143,1,"0000015000"
100014021,111145,1,"0000010000"
100014021,111211,3,"0000494000"
100014025,111211,3,"0000494000"
100014036,111118,1,"0000046000"
100014036,111124,1,"0000017000"
100014036,111133,1,"0000005000"
100014036,111211,5,"0000418000"
100014040,111115,1,"0000035000"
100094095,111211,5,"0000600000"
100064066,111112,1,"0000055000"
100014023,111211,3,"0000526000"
100064084,111112,1,"0000024000"
100064084,111118,1,"0000033000"
100064084,111124,1,"0000007000"
100034051,111211,1,"0000030000"
100034055,111124,1,"0000015000"
100034054,111122,1,"0000010000"
100064070,111211,3,"0000225000"
100014013,111112,1,"0000040000"
100064081,111115,1,"0000165000"
100064081,111133,1,"0000030000"
100064072,111113,1,"0000038000"
100064072,111114,1,"0000046000"
100064072,111115,1,"0000085000"
100064072,111122,1,"0000016000"
100064072,111124,1,"0000035000"
100064072,111132,1,"0000010000"
100064072,111133,1,"0000007000"
100014044,111112,1,"0000116000"
100014044,111125,1,"0000024000"
100014044,111133,1,"0000017500"
100014028,111211,1,"0000494000"
100064071,111211,5,"0000328000"
100074087,111123,1,"0000012000"
100074087,111124,1,"0000020000"
100074087,111133,1,"0000008000"
100034052,111115,1,"0000150000"
100034052,111133,1,"0000016500"
100064075,111115,1,"0000300000"
100074088,111115,1,"0000040000"
100074088,111124,1,"0000040000"
100074088,111133,1,"0000017000"
100064083,111115,1,"0000070000"
100064083,111133,1,"0000014000"
100014012,111118,1,"0000015000"
100014014,111118,1,"0000050000"
100014014,111122,1,"0000005000"
100074086,111115,1,"0000070000"
100074086,111133,1,"0000012000"
100014015,111124,1,"0000006000"
100014015,111133,1,"0000002500"
100014015,111211,1,"0000468000"
101051032,111141,1,"0000008000"
101011003,111129,1,"0000015000"
101021007,111124,1,"0000020000"
101021007,111132,1,"0000010000"
101071079,111132,1,"0000010000"
101051035,111141,1,"0000010000"
101051038,111143,1,"0000020000"
101081085,111128,1,"0000150000"
101051038,111146,1,"0000003000"
101051050,111116,1,"0000060000"
101051049,111132,1,"0000020000"
101051049,111141,1,"0000020000"
101051049,111211,1,"0000066000"
101051049,111211,8,"0000600000"
101101091,111141,1,"0000225000"
101051063,111143,1,"0000006000"
101081081,111141,1,"0000010000"
101041025,111145,1,"0000003000"
101071078,111135,1,"0000030000"
101071078,111146,1,"0000005000"
101051054,111123,1,"0000100000"
101051054,111141,1,"0000020000"
101051053,111141,1,"0000005000"
101021007,111135,1,"0000010000"
101111098,111135,1,"0000010000"
101051064,111118,1,"0000100000"
101051064,111124,1,"0000100000"
101051064,111145,1,"0000020000"
101051037,111118,1,"0000060000"
101051037,111135,1,"0000005000"
101051037,111143,1,"0000020000"
101051031,111141,1,"0000060000"
101101092,111132,1,"0000015000"
101081083,111134,1,"0000030000"
101031011,111143,1,"0000010000"
101031011,111146,1,"0000005000"
101031017,111124,1,"0000006000"
101031017,111141,1,"0000025000"
101041021,111116,1,"0000030000"
101041021,111124,1,"0000030000"
101111100,111124,1,"0000010000"
101041021,111132,1,"0000020000"
101041021,111133,1,"0000010000"
101041021,111145,1,"0000010000"
101111099,111141,1,"0000050000"
101051063,111118,1,"0000070000"
101061072,111116,1,"0000040000"
101051052,111141,1,"0000010000"
101061072,111131,1,"0000020000"
101061072,111132,1,"0000030000"
101061072,111133,1,"0000015000"
101021006,111132,1,"0000005000"
101021006,111133,1,"0000002500"
101021006,111135,1,"0000030000"
101021006,111143,1,"0000001500"
101021006,111145,1,"0000001500"
101011005,111132,1,"0000010000"
101041022,111124,1,"0000030000"
101041022,111132,1,"0000020000"
101041022,111133,1,"0000010000"
101011002,111133,1,"0000020000"
101011004,111116,1,"0000200000"
101011004,111137,1,"0000020000"
101011004,111145,1,"0000010000"
101101093,111135,1,"0000010000"
101101093,111145,1,"0000005000"
101101093,111146,1,"0000002000"
101031011,111124,1,"0000013000"
101051051,111132,1,"0000010000"
101051051,111133,1,"0000004000"
101051051,111135,1,"0000010000"
101021006,111124,1,"0000014000"
101051034,111145,1,"0000010000"
101021006,111131,1,"0000010000"
101051047,111124,1,"0000020000"
101021008,111124,1,"0000005000"
101021008,111133,1,"0000002000"
