"ADDRESS","DYCOL01","DYCOL02","DYCOL03"
"000071182","083112",1,"0000120000"
"000071181","083113",1,"0000007500"
"000011020","083112",1,"0000018000"
"000011032","083114",1,"0000970000"
"000021075","083112",1,"0000210000"
"000021071","083112",1,"0000160000"
"000041109","083112",1,"0000075000"
"000071185","083112",1,"0000046000"
"000021073","083112",1,"0000090000"
"000071169","083113",1,"0000035000"
"000071168","083113",1,"0000045000"
"000061139","083112",1,"0000095000"
"000021072","083112",1,"0000300000"
"000041093","083112",1,"0000085000"
"000021074","083112",1,"0000400000"
"000071170","083113",1,"0000015000"
"000041097","083112",1,"0000067000"
"000051120","083112",1,"0000035000"
"000041104","083113",1,"0000009500"
"000011069","083112",1,"0000100000"
"000031084","083112",1,"0000060000"
"000011015","083112",1,"0000365000"
"000071190","083112",1,"0000060000"
"000071173","083113",1,"0000016000"
"000061126","083112",1,"0000067000"
"000011009","083112",1,"0000045000"
"000071174","083112",1,"0000125000"
"000011024","083112",1,"0000170000"
"000031081","083112",1,"0000355000"
"000041096","083112",1,"0000085000"
"000061129","083112",1,"0000030000"
"000061129","083114",1,"0000800000"
"000011055","083112",1,"0000030000"
"000041100","083112",1,"0000030000"
"000051116","083112",1,"0000037000"
"000011066","083112",1,"0000150000"
"000011021","083112",1,"0000110000"
"000011067","083112",1,"0000140000"
"000011068","083112",1,"0000190000"
"000071154","083112",1,"0000050000"
"000011023","083112",1,"0000050000"
"000011051","083112",1,"0000038000"
"000051119","083112",1,"0000040000"
"000061124","083112",1,"0000055000"
"000061142","083112",1,"0000090000"
"000071159","083113",1,"0000008000"
"000061122","083112",1,"0000065000"
"000061122","083114",1,"0000290000"
"000071157","083113",1,"0000010000"
"000011022","083112",1,"0000240000"
"000071156","083113",1,"0000020000"
"000091191","083113",1,"0000015000"
"000091192","083113",1,"0000030000"
"000091193","083113",1,"0000080000"
"000071176","083113",1,"0000024000"
"000071178","083113",1,"0000035000"
"000071179","083113",1,"0000006000"
"000071186","083112",1,"0000050000"
"000071186","083114",1,"0000050000"
"000071186","083115",1,"0000010000"
"000011028","083112",1,"0000017000"
"000061149","083112",1,"0000120000"
"000061147","083112",1,"0000075000"
"000031088","083113",1,"0000075000"
"000041101","083114",1,"0000080000"
"000091195","083113",1,"0000025000"
"000011029","083112",1,"0000034000"
"000061150","083112",1,"0000150000"
"000011007","083112",1,"0000300000"
"000031087","083113",1,"0000012000"
"000041103","083113",1,"0000012000"
"000061148","083112",1,"0000180000"
"000031089","083113",1,"0000012000"
"000041102","083113",1,"0000010000"
"000071189","083112",1,"0000135000"
"000071189","083114",1,"0000123000"
"000011014","083112",1,"0000160000"
"000061121","083112",1,"0000150000"
"000031090","083113",1,"0000100000"
"000061146","083112",1,"0000120000"
"000071151","081111",1,"0000006500"
"000071151","083112",1,"0000100000"
"000071151","083114",1,"0000032000"
"000011027","083112",1,"0000025000"
"000041105","083113",1,"0000015000"
"000061127","083112",1,"0000020000"
"000071188","083112",1,"0000150000"
"000071188","083114",1,"0000140000"
"000011046","083112",1,"0000028000"
"000011050","083112",1,"0000012000"
"000011048","083112",1,"0000034000"
"000011048","083114",1,"0000130000"
"000011047","083112",1,"0000012000"
"000011065","083112",1,"0000160000"
"000011016","083112",1,"0000070000"
"000011052","083112",1,"0000100000"
"000031086","083113",1,"0000045000"
"000011019","083112",1,"0000088000"
"000011001","083112",1,"0000056000"
"000011003","083112",1,"0000095000"
"000011017","083112",1,"0000040000"
"000011033","083112",1,"0000180000"
"000011034","083112",1,"0000037000"
"000041108","083112",1,"0000130000"
"000041110","083112",1,"0000220000"
"000041107","083112",1,"0000010000"
"000041106","083112",1,"0000075000"
"000061140","083113",1,"0000025000"
"000061136","083112",1,"0000035000"
"000061138","083112",1,"0000040000"
"000071184","083112",1,"0000170000"
"000071184","083113",1,"0000080000"
"000011018","083112",1,"0000065000"
"000061137","083112",1,"0000055000"
"000011002","083112",1,"0000150000"
"000031078","083112",1,"0000060000"
"000041095","083112",1,"0000220000"
"000041094","083112",1,"0000495000"
"000041092","083112",1,"0000150000"
"000071166","083113",1,"0000200000"
"000071167","083113",1,"0000050000"
"000071162","083112",1,"0000031000"
"000011057","083113",1,"0000006000"
"000011058","083113",1,"0000035000"
"000011056","083113",1,"0000004000"
"000011042","083113",1,"0000015000"
"000011041","083112",1,"0000030000"
"000071164","083112",1,"0000070000"
"000071165","083112",1,"0000066000"
"000041112","083112",1,"0000061000"
"000041113","083112",1,"0000055000"
"000011045","083112",1,"0000080000"
"000071163","083112",1,"0000077000"
"000011060","083112",1,"0000020000"
"000011025","083112",1,"0000045000"
"000011037","083112",1,"0000052000"
"000011038","083112",1,"0000140000"
"000011040","083112",1,"0000115000"
"000011049","083112",1,"0000012500"
"000011054","083112",1,"0000010000"
"000011062","083112",1,"0000035000"
"000011064","083112",1,"0000020000"
"000061128","083112",1,"0000055000"
"000061128","083114",1,"0000118000"
"000011010","083112",1,"0000075000"
"000031083","083112",1,"0000100000"
"000061128","083115",1,"0000040000"
"000061130","083112",1,"0000046000"
"000061130","083113",1,"0000003000"
"000061144","083112",1,"0000300000"
"000071152","083112",1,"0000080000"
"000071152","083114",1,"0000200000"
"000071187","083112",1,"0000150000"
"000071155","083112",1,"0000100000"
"000071160","083113",1,"0000015000"
"000071180","083113",1,"0000006000"
"000071153","083112",1,"0000030000"
"000071158","083113",1,"0000010000"
"000011030","083112",1,"0000025000"
"000072155","083112",1,"0000100000"
"000072155","083114",1,"0000250000"
"000012018","083112",1,"0000015000"
"000012020","083112",1,"0000070000"
"000012033","083112",1,"0000075000"
"000012034","083112",1,"0000036000"
"000012035","083112",1,"0000013000"
"000012061","083112",1,"0000064000"
"000042091","083112",1,"0000150000"
"000042095","083112",1,"0000163000"
"000062121","083113",1,"0000025000"
"000062123","083112",1,"0000056000"
"000072151","083112",1,"0000030000"
"000072181","083112",1,"0000042000"
"000072166","083113",1,"0000022000"
"000012032","083112",1,"0000145000"
"000072183","083112",1,"0000095000"
"000042094","083112",1,"0000160000"
"000012017","083112",1,"0000071000"
"000072152","083112",1,"0000050000"
"000012001","083112",1,"0000210000"
"000012001","083114",1,"0000250000"
"000012002","083112",1,"0000170000"
"000012003","083112",1,"0000037500"
"000032080","083112",1,"0000170000"
"000042092","083112",1,"0000055000"
"000072169","083113",1,"0000020000"
"000072168","083113",1,"0000030000"
"000012005","083112",1,"0000061000"
"000012004","083112",1,"0000085000"
"000012004","083114",1,"0000140000"
"000012046","083112",1,"0000070000"
"000032079","083112",1,"0000400000"
"000012047","083112",1,"0000170000"
"000012036","083112",1,"0000043000"
"000032077","083112",1,"0000070000"
"000032078","083112",1,"0000040000"
"000072157","083112",1,"0000024000"
"000012021","083112",1,"0000060000"
"000012048","083112",1,"0000034000"
